datum,atc_category,sales_quantity,time_idx,day_of_week,month,day_of_year,week_of_year,is_weekend,month_sin,month_cos,sales_lag_1,sales_lag_7,rolling_mean_7,category_encoded,sales_class
2014-01-16,N02BE,28.3,14,3,1,16,3,0,0.49999999999999994,0.8660254037844387,26.7,25.0,36.42857142857142,3,2
2014-01-16,N05B,19.0,14,3,1,16,3,0,0.49999999999999994,0.8660254037844387,12.0,16.0,11.428571428571429,4,2
2014-01-16,N05C,1.0,14,3,1,16,3,0,0.49999999999999994,0.8660254037844387,2.0,0.0,0.7142857142857143,5,0
2014-01-16,R03,5.0,14,3,1,16,3,0,0.49999999999999994,0.8660254037844387,3.0,3.0,2.142857142857143,6,1
2014-01-16,R06,0.0,14,3,1,16,3,0,0.49999999999999994,0.8660254037844387,3.0,2.0,1.5999999999999999,7,0
2014-01-17,M01AB,2.0,15,4,1,17,3,0,0.49999999999999994,0.8660254037844387,6.0,5.0,5.048571428571429,0,0
2014-01-17,M01AE,3.68,15,4,1,17,3,0,0.49999999999999994,0.8660254037844387,2.0,2.0,2.904285714285714,1,1
2014-01-17,N02BA,8.3,15,4,1,17,3,0,0.49999999999999994,0.8660254037844387,4.3,2.0,6.1000000000000005,2,2
2014-01-17,N02BE,20.4,15,4,1,17,3,0,0.49999999999999994,0.8660254037844387,28.3,53.3,36.89999999999999,3,2
2014-01-17,N05B,15.0,15,4,1,17,3,0,0.49999999999999994,0.8660254037844387,19.0,15.0,11.857142857142858,4,2
2014-01-17,N05C,0.0,15,4,1,17,3,0,0.49999999999999994,0.8660254037844387,1.0,2.0,0.8571428571428571,5,0
2014-01-17,R03,6.0,15,4,1,17,3,0,0.49999999999999994,0.8660254037844387,5.0,0.0,2.4285714285714284,6,1
2014-01-17,R06,3.0,15,4,1,17,3,0,0.49999999999999994,0.8660254037844387,0.0,2.0,1.3142857142857143,7,1
2014-01-18,M01AB,1.0,16,5,1,18,3,1,0.49999999999999994,0.8660254037844387,2.0,5.0,4.62,0,0
2014-01-18,M01AE,5.33,16,5,1,18,3,1,0.49999999999999994,0.8660254037844387,3.68,4.34,3.1442857142857146,1,1
2014-01-18,N02BA,5.8,16,5,1,18,3,1,0.49999999999999994,0.8660254037844387,8.3,10.4,7.000000000000001,2,1
2014-01-18,N02BE,43.2,16,5,1,18,3,1,0.49999999999999994,0.8660254037844387,20.4,52.3,32.2,3,2
2014-01-18,N05B,15.0,16,5,1,18,3,1,0.49999999999999994,0.8660254037844387,15.0,14.0,11.857142857142858,4,2
2014-01-18,N05C,4.0,16,5,1,18,3,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.5714285714285714,5,1
2014-01-18,R03,7.0,16,5,1,18,3,1,0.49999999999999994,0.8660254037844387,6.0,1.0,3.2857142857142856,6,2
2014-01-18,R06,2.0,16,5,1,18,3,1,0.49999999999999994,0.8660254037844387,3.0,0.2,1.457142857142857,7,0
2014-01-19,M01AB,4.33,17,6,1,19,3,1,0.49999999999999994,0.8660254037844387,1.0,2.0,4.048571428571429,0,1
2014-01-19,M01AE,4.0,17,6,1,19,3,1,0.49999999999999994,0.8660254037844387,5.33,0.66,3.2857142857142856,1,1
2014-01-19,N02BA,4.0,17,6,1,19,3,1,0.49999999999999994,0.8660254037844387,5.8,2.5,6.3428571428571425,2,1
2014-01-19,N02BE,14.1,17,6,1,19,3,1,0.49999999999999994,0.8660254037844387,43.2,12.0,30.900000000000002,3,2
2014-01-19,N05B,4.0,17,6,1,19,3,1,0.49999999999999994,0.8660254037844387,15.0,8.0,12.0,4,1
2014-01-19,N05C,0.0,17,6,1,19,3,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1.1428571428571428,5,0
2014-01-19,R03,1.0,17,6,1,19,3,1,0.49999999999999994,0.8660254037844387,7.0,1.0,4.142857142857143,6,0
2014-01-19,R06,1.0,17,6,1,19,3,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.7142857142857142,7,0
2014-01-20,M01AB,6.0,18,0,1,20,4,0,0.49999999999999994,0.8660254037844387,4.33,7.34,4.381428571428572,0,1
2014-01-20,M01AE,3.34,18,0,1,20,4,0,0.49999999999999994,0.8660254037844387,4.0,7.66,3.762857142857143,1,1
2014-01-20,N02BA,3.3,18,0,1,20,4,0,0.49999999999999994,0.8660254037844387,4.0,6.2,6.557142857142857,2,1
2014-01-20,N02BE,11.9,18,0,1,20,4,0,0.49999999999999994,0.8660254037844387,14.1,52.0,31.2,3,2
2014-01-20,N05B,18.0,18,0,1,20,4,0,0.49999999999999994,0.8660254037844387,4.0,9.0,11.428571428571429,4,2
2014-01-20,N05C,2.0,18,0,1,20,4,0,0.49999999999999994,0.8660254037844387,0.0,0.0,1.1428571428571428,5,0
2014-01-20,R03,12.0,18,0,1,20,4,0,0.49999999999999994,0.8660254037844387,1.0,7.0,4.142857142857143,6,2
2014-01-20,R06,3.0,18,0,1,20,4,0,0.49999999999999994,0.8660254037844387,1.0,1.0,1.7142857142857142,7,1
2014-01-21,M01AB,2.0,19,1,1,21,4,0,0.49999999999999994,0.8660254037844387,6.0,6.0,4.1899999999999995,0,0
2014-01-21,M01AE,3.34,19,1,1,21,4,0,0.49999999999999994,0.8660254037844387,3.34,1.33,3.1457142857142855,1,1
2014-01-21,N02BA,4.0,19,1,1,21,4,0,0.49999999999999994,0.8660254037844387,3.3,12.3,6.142857142857144,2,1
2014-01-21,N02BE,42.0,19,1,1,21,4,0,0.49999999999999994,0.8660254037844387,11.9,33.7,25.471428571428568,3,2
2014-01-21,N05B,15.0,19,1,1,21,4,0,0.49999999999999994,0.8660254037844387,18.0,6.0,12.714285714285714,4,2
2014-01-21,N05C,2.0,19,1,1,21,4,0,0.49999999999999994,0.8660254037844387,2.0,1.0,1.4285714285714286,5,0
2014-01-21,R03,0.0,19,1,1,21,4,0,0.49999999999999994,0.8660254037844387,12.0,0.0,4.857142857142857,6,0
2014-01-21,R06,1.0,19,1,1,21,4,0,0.49999999999999994,0.8660254037844387,3.0,2.0,2.0,7,0
2014-01-22,M01AB,7.0,20,2,1,22,4,0,0.49999999999999994,0.8660254037844387,2.0,4.0,3.6185714285714283,0,2
2014-01-22,M01AE,3.0,20,2,1,22,4,0,0.49999999999999994,0.8660254037844387,3.34,2.34,3.4328571428571424,1,1
2014-01-22,N02BA,7.0,20,2,1,22,4,0,0.49999999999999994,0.8660254037844387,4.0,5.0,4.957142857142857,2,2
2014-01-22,N02BE,18.1,20,2,1,22,4,0,0.49999999999999994,0.8660254037844387,42.0,26.7,26.657142857142855,3,2
2014-01-22,N05B,10.0,20,2,1,22,4,0,0.49999999999999994,0.8660254037844387,15.0,12.0,14.0,4,2
2014-01-22,N05C,0.0,20,2,1,22,4,0,0.49999999999999994,0.8660254037844387,2.0,2.0,1.5714285714285714,5,0
2014-01-22,R03,5.0,20,2,1,22,4,0,0.49999999999999994,0.8660254037844387,0.0,3.0,4.857142857142857,6,1
2014-01-22,R06,2.0,20,2,1,22,4,0,0.49999999999999994,0.8660254037844387,1.0,3.0,1.8571428571428572,7,0
2014-01-23,M01AB,4.0,21,3,1,23,4,0,0.49999999999999994,0.8660254037844387,7.0,6.0,4.047142857142857,0,1
2014-01-23,M01AE,4.67,21,3,1,23,4,0,0.49999999999999994,0.8660254037844387,3.0,2.0,3.5271428571428567,1,1
2014-01-23,N02BA,5.2,21,3,1,23,4,0,0.49999999999999994,0.8660254037844387,7.0,4.3,5.242857142857143,2,1
2014-01-23,N02BE,26.2,21,3,1,23,4,0,0.49999999999999994,0.8660254037844387,18.1,28.3,25.428571428571427,3,2
2014-01-23,N05B,2.0,21,3,1,23,4,0,0.49999999999999994,0.8660254037844387,10.0,19.0,13.714285714285714,4,0
2014-01-23,N05C,3.0,21,3,1,23,4,0,0.49999999999999994,0.8660254037844387,0.0,1.0,1.2857142857142858,5,1
2014-01-23,R03,1.0,21,3,1,23,4,0,0.49999999999999994,0.8660254037844387,5.0,5.0,5.142857142857143,6,0
2014-01-23,R06,3.0,21,3,1,23,4,0,0.49999999999999994,0.8660254037844387,2.0,0.0,1.7142857142857142,7,1
2014-01-24,M01AB,4.67,22,4,1,24,4,0,0.49999999999999994,0.8660254037844387,4.0,2.0,3.761428571428571,0,1
2014-01-24,M01AE,7.34,22,4,1,24,4,0,0.49999999999999994,0.8660254037844387,4.67,3.68,3.9085714285714284,1,2
2014-01-24,N02BA,7.0,22,4,1,24,4,0,0.49999999999999994,0.8660254037844387,5.2,8.3,5.371428571428572,2,2
2014-01-24,N02BE,19.6,22,4,1,24,4,0,0.49999999999999994,0.8660254037844387,26.2,20.4,25.12857142857143,3,2
2014-01-24,N05B,13.0,22,4,1,24,4,0,0.49999999999999994,0.8660254037844387,2.0,15.0,11.285714285714286,4,2
2014-01-24,N05C,1.0,22,4,1,24,4,0,0.49999999999999994,0.8660254037844387,3.0,0.0,1.5714285714285714,5,0
2014-01-24,R03,0.0,22,4,1,24,4,0,0.49999999999999994,0.8660254037844387,1.0,6.0,4.571428571428571,6,0
2014-01-24,R06,0.0,22,4,1,24,4,0,0.49999999999999994,0.8660254037844387,3.0,3.0,2.142857142857143,7,0
2014-01-25,M01AB,6.0,23,5,1,25,4,1,0.49999999999999994,0.8660254037844387,4.67,1.0,4.142857142857143,0,1
2014-01-25,M01AE,9.0,23,5,1,25,4,1,0.49999999999999994,0.8660254037844387,7.34,5.33,4.431428571428571,1,2
2014-01-25,N02BA,5.0,23,5,1,25,4,1,0.49999999999999994,0.8660254037844387,7.0,5.8,5.185714285714285,2,1
2014-01-25,N02BE,37.8,23,5,1,25,4,1,0.49999999999999994,0.8660254037844387,19.6,43.2,25.014285714285712,3,2
2014-01-25,N05B,18.0,23,5,1,25,4,1,0.49999999999999994,0.8660254037844387,13.0,15.0,11.0,4,2
2014-01-25,N05C,0.0,23,5,1,25,4,1,0.49999999999999994,0.8660254037844387,1.0,4.0,1.7142857142857142,5,0
2014-01-25,R03,5.0,23,5,1,25,4,1,0.49999999999999994,0.8660254037844387,0.0,7.0,3.7142857142857144,6,1
2014-01-25,R06,1.0,23,5,1,25,4,1,0.49999999999999994,0.8660254037844387,0.0,2.0,1.7142857142857142,7,0
2014-01-26,M01AB,4.33,24,6,1,26,4,1,0.49999999999999994,0.8660254037844387,6.0,4.33,4.857142857142857,0,1
2014-01-26,M01AE,1.68,24,6,1,26,4,1,0.49999999999999994,0.8660254037844387,9.0,4.0,4.9557142857142855,1,0
2014-01-26,N02BA,0.0,24,6,1,26,4,1,0.49999999999999994,0.8660254037844387,5.0,4.0,5.071428571428571,2,0
2014-01-26,N02BE,24.0,24,6,1,26,4,1,0.49999999999999994,0.8660254037844387,37.8,14.1,24.24285714285714,3,2
2014-01-26,N05B,4.0,24,6,1,26,4,1,0.49999999999999994,0.8660254037844387,18.0,4.0,11.428571428571429,4,1
2014-01-26,N05C,0.0,24,6,1,26,4,1,0.49999999999999994,0.8660254037844387,0.0,0.0,1.1428571428571428,5,0
2014-01-26,R03,0.0,24,6,1,26,4,1,0.49999999999999994,0.8660254037844387,5.0,1.0,3.4285714285714284,6,0
2014-01-26,R06,0.0,24,6,1,26,4,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.5714285714285714,7,0
2014-01-27,M01AB,4.34,25,0,1,27,5,0,0.49999999999999994,0.8660254037844387,4.33,6.0,4.857142857142857,0,1
2014-01-27,M01AE,4.67,25,0,1,27,5,0,0.49999999999999994,0.8660254037844387,1.68,3.34,4.624285714285714,1,1
2014-01-27,N02BA,1.2,25,0,1,27,5,0,0.49999999999999994,0.8660254037844387,0.0,3.3,4.5,2,0
2014-01-27,N02BE,23.6,25,0,1,27,5,0,0.49999999999999994,0.8660254037844387,24.0,11.9,25.657142857142862,3,2
2014-01-27,N05B,17.0,25,0,1,27,5,0,0.49999999999999994,0.8660254037844387,4.0,18.0,11.428571428571429,4,2
2014-01-27,N05C,2.0,25,0,1,27,5,0,0.49999999999999994,0.8660254037844387,0.0,2.0,1.1428571428571428,5,0
2014-01-27,R03,1.0,25,0,1,27,5,0,0.49999999999999994,0.8660254037844387,0.0,12.0,3.2857142857142856,6,0
2014-01-27,R06,3.0,25,0,1,27,5,0,0.49999999999999994,0.8660254037844387,0.0,3.0,1.4285714285714286,7,1
2014-01-28,M01AB,6.0,26,1,1,28,5,0,0.49999999999999994,0.8660254037844387,4.34,2.0,4.62,0,1
2014-01-28,M01AE,3.34,26,1,1,28,5,0,0.49999999999999994,0.8660254037844387,4.67,3.34,4.814285714285715,1,1
2014-01-28,N02BA,2.8,26,1,1,28,5,0,0.49999999999999994,0.8660254037844387,1.2,4.0,4.2,2,1
2014-01-28,N02BE,13.38,26,1,1,28,5,0,0.49999999999999994,0.8660254037844387,23.6,42.0,27.32857142857143,3,2
2014-01-28,N05B,22.0,26,1,1,28,5,0,0.49999999999999994,0.8660254037844387,17.0,15.0,11.285714285714286,4,2
2014-01-28,N05C,5.0,26,1,1,28,5,0,0.49999999999999994,0.8660254037844387,2.0,2.0,1.1428571428571428,5,1
2014-01-28,R03,1.0,26,1,1,28,5,0,0.49999999999999994,0.8660254037844387,1.0,0.0,1.7142857142857142,6,0
2014-01-28,R06,5.0,26,1,1,28,5,0,0.49999999999999994,0.8660254037844387,3.0,1.0,1.4285714285714286,7,1
2014-01-29,M01AB,5.33,27,2,1,29,5,0,0.49999999999999994,0.8660254037844387,6.0,7.0,5.191428571428572,0,1
2014-01-29,M01AE,4.0,27,2,1,29,5,0,0.49999999999999994,0.8660254037844387,3.34,3.0,4.814285714285715,1,1
2014-01-29,N02BA,2.0,27,2,1,29,5,0,0.49999999999999994,0.8660254037844387,2.8,7.0,4.0285714285714285,2,0
2014-01-29,N02BE,14.0,27,2,1,29,5,0,0.49999999999999994,0.8660254037844387,13.38,18.1,23.240000000000002,3,2
2014-01-29,N05B,10.0,27,2,1,29,5,0,0.49999999999999994,0.8660254037844387,22.0,10.0,12.285714285714286,4,2
2014-01-29,N05C,1.0,27,2,1,29,5,0,0.49999999999999994,0.8660254037844387,5.0,0.0,1.5714285714285714,5,0
2014-01-29,R03,1.0,27,2,1,29,5,0,0.49999999999999994,0.8660254037844387,1.0,5.0,1.8571428571428572,6,0
2014-01-29,R06,2.0,27,2,1,29,5,0,0.49999999999999994,0.8660254037844387,5.0,2.0,2.0,7,0
2014-01-30,M01AB,3.02,28,3,1,30,5,0,0.49999999999999994,0.8660254037844387,5.33,4.0,4.952857142857143,0,1
2014-01-30,M01AE,1.34,28,3,1,30,5,0,0.49999999999999994,0.8660254037844387,4.0,4.67,4.957142857142857,1,0
2014-01-30,N02BA,2.4,28,3,1,30,5,0,0.49999999999999994,0.8660254037844387,2.0,5.2,3.3142857142857145,2,1
2014-01-30,N02BE,25.5,28,3,1,30,5,0,0.49999999999999994,0.8660254037844387,14.0,26.2,22.654285714285713,3,2
2014-01-30,N05B,7.0,28,3,1,30,5,0,0.49999999999999994,0.8660254037844387,10.0,2.0,12.285714285714286,4,2
2014-01-30,N05C,1.0,28,3,1,30,5,0,0.49999999999999994,0.8660254037844387,1.0,3.0,1.7142857142857142,5,0
2014-01-30,R03,3.0,28,3,1,30,5,0,0.49999999999999994,0.8660254037844387,1.0,1.0,1.2857142857142858,6,1
2014-01-30,R06,2.0,28,3,1,30,5,0,0.49999999999999994,0.8660254037844387,2.0,3.0,2.0,7,0
2014-01-31,M01AB,1.0,29,4,1,31,5,0,0.49999999999999994,0.8660254037844387,3.02,4.67,4.812857142857142,0,0
2014-01-31,M01AE,2.68,29,4,1,31,5,0,0.49999999999999994,0.8660254037844387,1.34,7.34,4.481428571428571,1,1
2014-01-31,N02BA,7.1,29,4,1,31,5,0,0.49999999999999994,0.8660254037844387,2.4,7.0,2.914285714285714,2,2
2014-01-31,N02BE,26.9,29,4,1,31,5,0,0.49999999999999994,0.8660254037844387,25.5,19.6,22.554285714285715,3,2
2014-01-31,N05B,9.0,29,4,1,31,5,0,0.49999999999999994,0.8660254037844387,7.0,13.0,13.0,4,2
2014-01-31,N05C,0.0,29,4,1,31,5,0,0.49999999999999994,0.8660254037844387,1.0,1.0,1.4285714285714286,5,0
2014-01-31,R03,1.0,29,4,1,31,5,0,0.49999999999999994,0.8660254037844387,3.0,0.0,1.5714285714285714,6,0
2014-01-31,R06,0.0,29,4,1,31,5,0,0.49999999999999994,0.8660254037844387,2.0,0.0,1.8571428571428572,7,0
2014-02-01,M01AB,4.33,30,5,2,32,5,1,0.8660254037844386,0.5000000000000001,1.0,6.0,4.288571428571428,0,1
2014-02-01,M01AE,4.32,30,5,2,32,5,1,0.8660254037844386,0.5000000000000001,2.68,9.0,3.815714285714286,1,1
2014-02-01,N02BA,5.0,30,5,2,32,5,1,0.8660254037844386,0.5000000000000001,7.1,5.0,2.9285714285714284,2,1
2014-02-01,N02BE,43.0,30,5,2,32,5,1,0.8660254037844386,0.5000000000000001,26.9,37.8,23.59714285714286,3,2
2014-02-01,N05B,13.0,30,5,2,32,5,1,0.8660254037844386,0.5000000000000001,9.0,18.0,12.428571428571429,4,2
2014-02-01,N05C,1.0,30,5,2,32,5,1,0.8660254037844386,0.5000000000000001,0.0,0.0,1.2857142857142858,5,0
2014-02-01,R03,14.0,30,5,2,32,5,1,0.8660254037844386,0.5000000000000001,1.0,5.0,1.7142857142857142,6,2
2014-02-01,R06,0.0,30,5,2,32,5,1,0.8660254037844386,0.5000000000000001,0.0,1.0,1.8571428571428572,7,0
2014-02-02,M01AB,7.0,31,6,2,33,5,1,0.8660254037844386,0.5000000000000001,4.33,4.33,4.05,0,2
2014-02-02,M01AE,3.0,31,6,2,33,5,1,0.8660254037844386,0.5000000000000001,4.32,1.68,3.1471428571428572,1,1
2014-02-02,N02BA,0.2,31,6,2,33,5,1,0.8660254037844386,0.5000000000000001,5.0,0.0,2.9285714285714284,2,0
2014-02-02,N02BE,13.5,31,6,2,33,5,1,0.8660254037844386,0.5000000000000001,43.0,24.0,24.34,3,2
2014-02-02,N05B,6.0,31,6,2,33,5,1,0.8660254037844386,0.5000000000000001,13.0,4.0,11.714285714285714,4,1
2014-02-02,N05C,2.0,31,6,2,33,5,1,0.8660254037844386,0.5000000000000001,1.0,0.0,1.4285714285714286,5,0
2014-02-02,R03,8.0,31,6,2,33,5,1,0.8660254037844386,0.5000000000000001,14.0,0.0,3.0,6,2
2014-02-02,R06,0.0,31,6,2,33,5,1,0.8660254037844386,0.5000000000000001,0.0,0.0,1.7142857142857142,7,0
2014-02-03,M01AB,5.0,32,0,2,34,6,0,0.8660254037844386,0.5000000000000001,7.0,4.34,4.4314285714285715,0,1
2014-02-03,M01AE,1.0,32,0,2,34,6,0,0.8660254037844386,0.5000000000000001,3.0,4.67,3.3357142857142854,1,0
2014-02-03,N02BA,8.5,32,0,2,34,6,0,0.8660254037844386,0.5000000000000001,0.2,1.2,2.957142857142857,2,2
2014-02-03,N02BE,32.4,32,0,2,34,6,0,0.8660254037844386,0.5000000000000001,13.5,23.6,22.84,3,2
2014-02-03,N05B,16.0,32,0,2,34,6,0,0.8660254037844386,0.5000000000000001,6.0,17.0,12.0,4,2
2014-02-03,N05C,1.0,32,0,2,34,6,0,0.8660254037844386,0.5000000000000001,2.0,2.0,1.7142857142857142,5,0
2014-02-03,R03,1.0,32,0,2,34,6,0,0.8660254037844386,0.5000000000000001,8.0,1.0,4.142857142857143,6,0
2014-02-03,R06,0.0,32,0,2,34,6,0,0.8660254037844386,0.5000000000000001,0.0,3.0,1.7142857142857142,7,0
2014-02-04,M01AB,1.33,33,1,2,35,6,0,0.8660254037844386,0.5000000000000001,5.0,6.0,4.525714285714286,0,0
2014-02-04,M01AE,3.0,33,1,2,35,6,0,0.8660254037844386,0.5000000000000001,1.0,3.34,2.8114285714285714,1,1
2014-02-04,N02BA,7.0,33,1,2,35,6,0,0.8660254037844386,0.5000000000000001,8.5,2.8,4.0,2,2
